hd,Name,Object,Info,Price,img,Skymap,wikipedia
112550,112550,star,,100,,yes,
112554,112554,star,,100,,yes,
112556,112556,star,,100,,yes,
112558,112558,star,,100,,yes,
112559,112559,star,,100,,yes,
112562,112562,star,,100,,yes,
112563,112563,star,,100,,yes,
112564,112564,star,,100,,yes,
112565,112565,star,,100,,yes,
112570,112570,star,,100,,yes,
112571,112571,star,,100,,yes,
112572,112572,star,,100,,yes,
112574,112574,star,,100,,yes,
112575,112575,star,,100,,yes,
112579,112579,star,,100,,yes,
112580,112580,star,,100,,yes,
112581,112581,star,,100,,yes,
112583,112583,star,,100,,yes,
112585,112585,star,,100,,yes,
112587,112587,star,,100,,yes,
112588,112588,star,,100,,yes,
112593,112593,star,,100,,yes,
112596,112596,star,,100,,yes,
112599,112599,star,,100,,yes,
112601,112601,star,,100,,yes,
112603,112603,star,,100,,yes,
112607,112607,star,,100,,yes,
112608,112608,star,,100,,yes,
112609,112609,star,,100,,yes,
112610,112610,star,,100,,yes,
112611,112611,star,,100,,yes,
112612,112612,star,,100,,yes,
112613,112613,star,,100,,yes,
112615,112615,star,,100,,yes,
112618,112618,star,,100,,yes,
112620,112620,star,,100,,yes,
112623,112623,star,,100,,yes,
112631,112631,star,,100,,yes,
112636,112636,star,,100,,yes,
112640,112640,star,,100,,yes,
112641,112641,star,,100,,yes,
112642,112642,star,,100,,yes,
112651,112651,star,,100,,yes,
112654,112654,star,,100,,yes,
112656,112656,star,,100,,yes,
112657,112657,star,,100,,yes,
112658,112658,star,,100,,yes,
112659,112659,star,,100,,yes,
112660,112660,star,,100,,yes,
112663,112663,star,,100,,yes,
112664,112664,star,,100,,yes,
112665,112665,star,,100,,yes,
112669,112669,star,,100,,yes,
112674,112674,star,,100,,yes,
112677,112677,star,,100,,yes,
112679,112679,star,,100,,yes,
112680,112680,star,,100,,yes,
112681,112681,star,,100,,yes,
112685,112685,star,,100,,yes,
112691,112691,star,,100,,yes,
112692,112692,star,,100,,yes,
112693,112693,star,,100,,yes,
112694,112694,star,,100,,yes,
112696,112696,star,,100,,yes,
112699,112699,star,,100,,yes,
112701,112701,star,,100,,yes,
112703,112703,star,,100,,yes,
112704,112704,star,,100,,yes,
112705,112705,star,,100,,yes,
112706,112706,star,,100,,yes,
112707,112707,star,,100,,yes,
112708,112708,star,,100,,yes,
112709,112709,star,,100,,yes,
112710,112710,star,,100,,yes,
112714,112714,star,,100,,yes,
112718,112718,star,,100,,yes,
112720,112720,star,,100,,yes,
112723,112723,star,,100,,yes,
112732,112732,star,,100,,yes,
112733,112733,star,,100,,yes,
112734,112734,star,,100,,yes,
112735,112735,star,,100,,yes,
112736,112736,star,,100,,yes,
112737,112737,star,,100,,yes,
112739,112739,star,,100,,yes,
112741,112741,star,,100,,yes,
112742,112742,star,,100,,yes,
112746,112746,star,,100,,yes,
112747,112747,star,,100,,yes,
112753,112753,star,,100,,yes,
112754,112754,star,,100,,yes,
112755,112755,star,,100,,yes,
112756,112756,star,,100,,yes,
112758,112758,star,,100,,yes,
112760,112760,star,,100,,yes,
112764,112764,star,,100,,yes,
112766,112766,star,,100,,yes,
112767,112767,star,,100,,yes,
112768,112768,star,,100,,yes,
112769,112769,star,,100,,yes,
112770,112770,star,,100,,yes,
112773,112773,star,,100,,yes,
112776,112776,star,,100,,yes,
112778,112778,star,,100,,yes,
112779,112779,star,,100,,yes,
112780,112780,star,,100,,yes,
112781,112781,star,,100,,yes,
112782,112782,star,,100,,yes,
112784,112784,star,,100,,yes,
112787,112787,star,,100,,yes,
112791,112791,star,,100,,yes,
112792,112792,star,,100,,yes,
112794,112794,star,,100,,yes,
112795,112795,star,,100,,yes,
112797,112797,star,,100,,yes,
112798,112798,star,,100,,yes,
112799,112799,star,,100,,yes,
112800,112800,star,,100,,yes,
112802,112802,star,,100,,yes,
112805,112805,star,,100,,yes,
112806,112806,star,,100,,yes,
112807,112807,star,,100,,yes,
112809,112809,star,,100,,yes,
112810,112810,star,,100,,yes,
112813,112813,star,,100,,yes,
112814,112814,star,,100,,yes,
112815,112815,star,,100,,yes,
112818,112818,star,,100,,yes,
112823,112823,star,,100,,yes,
112826,112826,star,,100,,yes,
112827,112827,star,,100,,yes,
112828,112828,star,,100,,yes,
112829,112829,star,,100,,yes,
112841,112841,star,,100,,yes,
112842,112842,star,,100,,yes,
112843,112843,star,,100,,yes,
112844,112844,star,,100,,yes,
112846,112846,star,,100,,yes,
112848,112848,star,,100,,yes,
112851,112851,star,,100,,yes,
112854,112854,star,,100,,yes,
112855,112855,star,,100,,yes,
112857,112857,star,,100,,yes,
112858,112858,star,,100,,yes,
112859,112859,star,,100,,yes,
112860,112860,star,,100,,yes,
112863,112863,star,,100,,yes,
112865,112865,star,,100,,yes,
112866,112866,star,,100,,yes,
112867,112867,star,,100,,yes,
112869,112869,star,,100,,yes,
112870,112870,star,,100,,yes,
112871,112871,star,,100,,yes,
112874,112874,star,,100,,yes,
112876,112876,star,,100,,yes,
112878,112878,star,,100,,yes,
112879,112879,star,,100,,yes,
112881,112881,star,,100,,yes,
112885,112885,star,,100,,yes,
112886,112886,star,,100,,yes,
112887,112887,star,,100,,yes,
112888,112888,star,,100,,yes,
112889,112889,star,,100,,yes,
112890,112890,star,,100,,yes,
112891,112891,star,,100,,yes,
112904,112904,star,,100,,yes,
112905,112905,star,,100,,yes,
112907,112907,star,,100,,yes,
112909,112909,star,,100,,yes,
112911,112911,star,,100,,yes,
112913,112913,star,,100,,yes,
112914,112914,star,,100,,yes,
112915,112915,star,,100,,yes,
112916,112916,star,,100,,yes,
112926,112926,star,,100,,yes,
112929,112929,star,,100,,yes,
112930,112930,star,,100,,yes,
112931,112931,star,,100,,yes,
112934,112934,star,,100,,yes,
112935,112935,star,,100,,yes,
112938,112938,star,,100,,yes,
112940,112940,star,,100,,yes,
112943,112943,star,,100,,yes,
112944,112944,star,,100,,yes,
112945,112945,star,,100,,yes,
112947,112947,star,,100,,yes,
112951,112951,star,,100,,yes,
112954,112954,star,,100,,yes,
112956,112956,star,,100,,yes,
112957,112957,star,,100,,yes,
112958,112958,star,,100,,yes,
112959,112959,star,,100,,yes,
112961,112961,star,,100,,yes,
112964,112964,star,,100,,yes,
112967,112967,star,,100,,yes,
112970,112970,star,,100,,yes,
112973,112973,star,,100,,yes,
112974,112974,star,,100,,yes,
112975,112975,star,,100,,yes,
112979,112979,star,,100,,yes,
112983,112983,star,,100,,yes,
112984,112984,star,,100,,yes,
112985,112985,star,,100,,yes,
112986,112986,star,,100,,yes,
112987,112987,star,,100,,yes,
112988,112988,star,,100,,yes,
112989,112989,star,,100,,yes,
112991,112991,star,,100,,yes,
112992,112992,star,,100,,yes,
112999,112999,star,,100,,yes,
113001,113001,star,,100,,yes,
113002,113002,star,,100,,yes,
113003,113003,star,,100,,yes,
113006,113006,star,,100,,yes,
113009,113009,star,,100,,yes,
113012,113012,star,,100,,yes,
113015,113015,star,,100,,yes,
113019,113019,star,,100,,yes,
113021,113021,star,,100,,yes,
113022,113022,star,,100,,yes,
113027,113027,star,,100,,yes,
113028,113028,star,,100,,yes,
113030,113030,star,,100,,yes,
113036,113036,star,,100,,yes,
113037,113037,star,,100,,yes,
113038,113038,star,,100,,yes,
113039,113039,star,,100,,yes,
113048,113048,star,,100,,yes,
113049,113049,star,,100,,yes,
113052,113052,star,,100,,yes,
113053,113053,star,,100,,yes,
113061,113061,star,,100,,yes,
113063,113063,star,,100,,yes,
113064,113064,star,,100,,yes,
113069,113069,star,,100,,yes,
113074,113074,star,,100,,yes,
113075,113075,star,,100,,yes,
113078,113078,star,,100,,yes,
113079,113079,star,,100,,yes,
113080,113080,star,,100,,yes,
113081,113081,star,,100,,yes,
113082,113082,star,,100,,yes,
113083,113083,star,,100,,yes,
113084,113084,star,,100,,yes,
113088,113088,star,,100,,yes,
113092,113092,star,,100,,yes,
113094,113094,star,,100,,yes,
113095,113095,star,,100,,yes,
113099,113099,star,,100,,yes,
113101,113101,star,,100,,yes,
113103,113103,star,,100,,yes,
113104,113104,star,,100,,yes,
113106,113106,star,,100,,yes,
113112,113112,star,,100,,yes,
113113,113113,star,,100,,yes,
113117,113117,star,,100,,yes,
113120,113120,star,,100,,yes,
113124,113124,star,,100,,yes,
113125,113125,star,,100,,yes,
113126,113126,star,,100,,yes,
113127,113127,star,,100,,yes,
113128,113128,star,,100,,yes,
113129,113129,star,,100,,yes,
113130,113130,star,,100,,yes,
113131,113131,star,,100,,yes,
113133,113133,star,,100,,yes,
113137,113137,star,,100,,yes,
113139,113139,star,,100,,yes,
113140,113140,star,,100,,yes,
113142,113142,star,,100,,yes,
113152,113152,star,,100,,yes,
113153,113153,star,,100,,yes,
113155,113155,star,,100,,yes,
113158,113158,star,,100,,yes,
113163,113163,star,,100,,yes,
113167,113167,star,,100,,yes,
113168,113168,star,,100,,yes,
113170,113170,star,,100,,yes,
113172,113172,star,,100,,yes,
113173,113173,star,,100,,yes,
113175,113175,star,,100,,yes,
113179,113179,star,,100,,yes,
113187,113187,star,,100,,yes,
113191,113191,star,,100,,yes,
113192,113192,star,,100,,yes,
113194,113194,star,,100,,yes,
113197,113197,star,,100,,yes,
113199,113199,star,,100,,yes,
113203,113203,star,,100,,yes,
113204,113204,star,,100,,yes,
113207,113207,star,,100,,yes,
113208,113208,star,,100,,yes,
113209,113209,star,,100,,yes,
113211,113211,star,,100,,yes,
113212,113212,star,,100,,yes,
113213,113213,star,,100,,yes,
113214,113214,star,,100,,yes,
113216,113216,star,,100,,yes,
113220,113220,star,,100,,yes,
113224,113224,star,,100,,yes,
113227,113227,star,,100,,yes,
113230,113230,star,,100,,yes,
113237,113237,star,,100,,yes,
113240,113240,star,,100,,yes,
113241,113241,star,,100,,yes,
113242,113242,star,,100,,yes,
113243,113243,star,,100,,yes,
113247,113247,star,,100,,yes,
113251,113251,star,,100,,yes,
113253,113253,star,,100,,yes,
113255,113255,star,,100,,yes,
113256,113256,star,,100,,yes,
113263,113263,star,,100,,yes,
113264,113264,star,,100,,yes,
113266,113266,star,,100,,yes,
113267,113267,star,,100,,yes,
113269,113269,star,,100,,yes,
113271,113271,star,,100,,yes,
113272,113272,star,,100,,yes,
113277,113277,star,,100,,yes,
113280,113280,star,,100,,yes,
113283,113283,star,,100,,yes,
113284,113284,star,,100,,yes,
113285,113285,star,,100,,yes,
113286,113286,star,,100,,yes,
113289,113289,star,,100,,yes,
113290,113290,star,,100,,yes,
113291,113291,star,,100,,yes,
113293,113293,star,,100,,yes,
113295,113295,star,,100,,yes,
113297,113297,star,,100,,yes,
113300,113300,star,,100,,yes,
113301,113301,star,,100,,yes,
113302,113302,star,,100,,yes,
113303,113303,star,,100,,yes,
113307,113307,star,,100,,yes,
113308,113308,star,,100,,yes,
113309,113309,star,,100,,yes,
113311,113311,star,,100,,yes,
113312,113312,star,,100,,yes,
113314,113314,star,,100,,yes,
113319,113319,star,,100,,yes,
113320,113320,star,,100,,yes,
113322,113322,star,,100,,yes,
113324,113324,star,,100,,yes,
113325,113325,star,,100,,yes,
113328,113328,star,,100,,yes,
113329,113329,star,,100,,yes,
113330,113330,star,,100,,yes,
113331,113331,star,,100,,yes,
113337,113337,star,,100,,yes,
113338,113338,star,,100,,yes,
113339,113339,star,,100,,yes,
113340,113340,star,,100,,yes,
113345,113345,star,,100,,yes,
113349,113349,star,,100,,yes,
113351,113351,star,,100,,yes,
113354,113354,star,,100,,yes,
113357,113357,star,,100,,yes,
113359,113359,star,,100,,yes,
113362,113362,star,,100,,yes,
113365,113365,star,,100,,yes,
113366,113366,star,,100,,yes,
113369,113369,star,,100,,yes,
113370,113370,star,,100,,yes,
113375,113375,star,,100,,yes,
113376,113376,star,,100,,yes,
113377,113377,star,,100,,yes,
113378,113378,star,,100,,yes,
113379,113379,star,,100,,yes,
113380,113380,star,,100,,yes,
113381,113381,star,,100,,yes,
113382,113382,star,,100,,yes,
113384,113384,star,,100,,yes,
113385,113385,star,,100,,yes,
113388,113388,star,,100,,yes,
113392,113392,star,,100,,yes,
113393,113393,star,,100,,yes,
113394,113394,star,,100,,yes,
113398,113398,star,,100,,yes,
113402,113402,star,,100,,yes,
113405,113405,star,,100,,yes,
113406,113406,star,,100,,yes,
113407,113407,star,,100,,yes,
113408,113408,star,,100,,yes,
113414,113414,star,,100,,yes,
113415,113415,star,,100,,yes,
113416,113416,star,,100,,yes,
113419,113419,star,,100,,yes,
113422,113422,star,,100,,yes,
113423,113423,star,,100,,yes,
113425,113425,star,,100,,yes,
113428,113428,star,,100,,yes,
113432,113432,star,,100,,yes,
113433,113433,star,,100,,yes,
113434,113434,star,,100,,yes,
113435,113435,star,,100,,yes,
113436,113436,star,,100,,yes,
113437,113437,star,,100,,yes,
113441,113441,star,,100,,yes,
113446,113446,star,,100,,yes,
113447,113447,star,,100,,yes,
113448,113448,star,,100,,yes,
113449,113449,star,,100,,yes,
113451,113451,star,,100,,yes,
113453,113453,star,,100,,yes,
113455,113455,star,,100,,yes,
113457,113457,star,,100,,yes,
113458,113458,star,,100,,yes,
113459,113459,star,,100,,yes,
113460,113460,star,,100,,yes,
113461,113461,star,,100,,yes,
113464,113464,star,,100,,yes,
113466,113466,star,,100,,yes,
113468,113468,star,,100,,yes,
113470,113470,star,,100,,yes,
113472,113472,star,,100,,yes,
113473,113473,star,,100,,yes,
113474,113474,star,,100,,yes,
113475,113475,star,,100,,yes,
113476,113476,star,,100,,yes,
113478,113478,star,,100,,yes,
113479,113479,star,,100,,yes,
113480,113480,star,,100,,yes,
113481,113481,star,,100,,yes,
113482,113482,star,,100,,yes,
113490,113490,star,,100,,yes,
113491,113491,star,,100,,yes,
113492,113492,star,,100,,yes,
113493,113493,star,,100,,yes,
113496,113496,star,,100,,yes,
113497,113497,star,,100,,yes,
113502,113502,star,,100,,yes,
113504,113504,star,,100,,yes,
113506,113506,star,,100,,yes,
113513,113513,star,,100,,yes,
113514,113514,star,,100,,yes,
113516,113516,star,,100,,yes,
113517,113517,star,,100,,yes,
113519,113519,star,,100,,yes,
113520,113520,star,,100,,yes,
113521,113521,star,,100,,yes,
113523,113523,star,,100,,yes,
113524,113524,star,,100,,yes,
113527,113527,star,,100,,yes,
113531,113531,star,,100,,yes,
113536,113536,star,,100,,yes,
113537,113537,star,,100,,yes,
113538,113538,star,,100,,yes,
113540,113540,star,,100,,yes,
113542,113542,star,,100,,yes,
113545,113545,star,,100,,yes,
113547,113547,star,,100,,yes,
113552,113552,star,,100,,yes,
113553,113553,star,,100,,yes,
113556,113556,star,,100,,yes,
113557,113557,star,,100,,yes,
113558,113558,star,,100,,yes,
113562,113562,star,,100,,yes,
113563,113563,star,,100,,yes,
113564,113564,star,,100,,yes,
113565,113565,star,,100,,yes,
113566,113566,star,,100,,yes,
113569,113569,star,,100,,yes,
113577,113577,star,,100,,yes,
113578,113578,star,,100,,yes,
113582,113582,star,,100,,yes,
113583,113583,star,,100,,yes,
113584,113584,star,,100,,yes,
113589,113589,star,,100,,yes,
113590,113590,star,,100,,yes,
113591,113591,star,,100,,yes,
113592,113592,star,,100,,yes,
113595,113595,star,,100,,yes,
113596,113596,star,,100,,yes,
113597,113597,star,,100,,yes,
113598,113598,star,,100,,yes,
113600,113600,star,,100,,yes,
113601,113601,star,,100,,yes,
113602,113602,star,,100,,yes,
113607,113607,star,,100,,yes,
113609,113609,star,,100,,yes,
113610,113610,star,,100,,yes,
113612,113612,star,,100,,yes,
113621,113621,star,,100,,yes,
113622,113622,star,,100,,yes,
113632,113632,star,,100,,yes,
113637,113637,star,,100,,yes,
113641,113641,star,,100,,yes,
113649,113649,star,,100,,yes,
113651,113651,star,,100,,yes,
113653,113653,star,,100,,yes,
113656,113656,star,,100,,yes,
113662,113662,star,,100,,yes,
113663,113663,star,,100,,yes,
113665,113665,star,,100,,yes,
113667,113667,star,,100,,yes,
113668,113668,star,,100,,yes,
113669,113669,star,,100,,yes,
113673,113673,star,,100,,yes,
113674,113674,star,,100,,yes,
113678,113678,star,,100,,yes,
113679,113679,star,,100,,yes,
113686,113686,star,,100,,yes,
113689,113689,star,,100,,yes,
113692,113692,star,,100,,yes,
113693,113693,star,,100,,yes,
113694,113694,star,,100,,yes,
113695,113695,star,,100,,yes,
113696,113696,star,,100,,yes,
113697,113697,star,,100,,yes,
113698,113698,star,,100,,yes,
113702,113702,star,,100,,yes,
113703,113703,star,,100,,yes,
113704,113704,star,,100,,yes,
113706,113706,star,,100,,yes,
113708,113708,star,,100,,yes,
113709,113709,star,,100,,yes,
113712,113712,star,,100,,yes,
113713,113713,star,,100,,yes,
113715,113715,star,,100,,yes,
113716,113716,star,,100,,yes,
113717,113717,star,,100,,yes,
113718,113718,star,,100,,yes,
113719,113719,star,,100,,yes,
113720,113720,star,,100,,yes,
113721,113721,star,,100,,yes,
113722,113722,star,,100,,yes,
113725,113725,star,,100,,yes,
113726,113726,star,,100,,yes,
113729,113729,star,,100,,yes,
113731,113731,star,,100,,yes,
113733,113733,star,,100,,yes,
113739,113739,star,,100,,yes,
113740,113740,star,,100,,yes,
113744,113744,star,,100,,yes,
113746,113746,star,,100,,yes,
113749,113749,star,,100,,yes,
113751,113751,star,,100,,yes,
113752,113752,star,,100,,yes,
113754,113754,star,,100,,yes,
113759,113759,star,,100,,yes,
113761,113761,star,,100,,yes,
113765,113765,star,,100,,yes,
113766,113766,star,,100,,yes,
113767,113767,star,,100,,yes,
113770,113770,star,,100,,yes,
113771,113771,star,,100,,yes,
113772,113772,star,,100,,yes,
113773,113773,star,,100,,yes,
113778,113778,star,,100,,yes,
113780,113780,star,,100,,yes,
113782,113782,star,,100,,yes,
113785,113785,star,,100,,yes,
113789,113789,star,,100,,yes,
113791,113791,star,,100,,yes,
113793,113793,star,,100,,yes,
113797,113797,star,,100,,yes,
113798,113798,star,,100,,yes,
113800,113800,star,,100,,yes,
113801,113801,star,,100,,yes,
113807,113807,star,,100,,yes,
113809,113809,star,,100,,yes,
113810,113810,star,,100,,yes,
113811,113811,star,,100,,yes,
113812,113812,star,,100,,yes,
113813,113813,star,,100,,yes,
113814,113814,star,,100,,yes,
113816,113816,star,,100,,yes,
113817,113817,star,,100,,yes,
113820,113820,star,,100,,yes,
113823,113823,star,,100,,yes,
113827,113827,star,,100,,yes,
113828,113828,star,,100,,yes,
113829,113829,star,,100,,yes,
113833,113833,star,,100,,yes,
113840,113840,star,,100,,yes,
113844,113844,star,,100,,yes,
113846,113846,star,,100,,yes,
113847,113847,star,,100,,yes,
113848,113848,star,,100,,yes,
113849,113849,star,,100,,yes,
113852,113852,star,,100,,yes,
113853,113853,star,,100,,yes,
113854,113854,star,,100,,yes,
113860,113860,star,,100,,yes,
113862,113862,star,,100,,yes,
113863,113863,star,,100,,yes,
113864,113864,star,,100,,yes,
113865,113865,star,,100,,yes,
113866,113866,star,,100,,yes,
113867,113867,star,,100,,yes,
113869,113869,star,,100,,yes,
113870,113870,star,,100,,yes,
113871,113871,star,,100,,yes,
113878,113878,star,,100,,yes,
113879,113879,star,,100,,yes,
113881,113881,star,,100,,yes,
113886,113886,star,,100,,yes,
113888,113888,star,,100,,yes,
113889,113889,star,,100,,yes,
113890,113890,star,,100,,yes,
113892,113892,star,,100,,yes,
113893,113893,star,,100,,yes,
113894,113894,star,,100,,yes,
113896,113896,star,,100,,yes,
113897,113897,star,,100,,yes,
113901,113901,star,,100,,yes,
113902,113902,star,,100,,yes,
113904,113904,star,,100,,yes,
113905,113905,star,,100,,yes,
113906,113906,star,,100,,yes,
113916,113916,star,,100,,yes,
113917,113917,star,,100,,yes,
113919,113919,star,,100,,yes,
113920,113920,star,,100,,yes,
113921,113921,star,,100,,yes,
113923,113923,star,,100,,yes,
113932,113932,star,,100,,yes,
113933,113933,star,,100,,yes,
113937,113937,star,,100,,yes,
113938,113938,star,,100,,yes,
113939,113939,star,,100,,yes,
113948,113948,star,,100,,yes,
113949,113949,star,,100,,yes,
113950,113950,star,,100,,yes,
113952,113952,star,,100,,yes,
113953,113953,star,,100,,yes,
113956,113956,star,,100,,yes,
113957,113957,star,,100,,yes,
113958,113958,star,,100,,yes,
113959,113959,star,,100,,yes,
113965,113965,star,,100,,yes,
113969,113969,star,,100,,yes,
113970,113970,star,,100,,yes,
113971,113971,star,,100,,yes,
113974,113974,star,,100,,yes,
113976,113976,star,,100,,yes,
113983,113983,star,,100,,yes,
113984,113984,star,,100,,yes,
113991,113991,star,,100,,yes,
113994,113994,star,,100,,yes,
113995,113995,star,,100,,yes,
113996,113996,star,,100,,yes,
113998,113998,star,,100,,yes,
114000,114000,star,,100,,yes,
114001,114001,star,,100,,yes,
114003,114003,star,,100,,yes,
114006,114006,star,,100,,yes,
114007,114007,star,,100,,yes,
114012,114012,star,,100,,yes,
114014,114014,star,,100,,yes,
114015,114015,star,,100,,yes,
114016,114016,star,,100,,yes,
114017,114017,star,,100,,yes,
114018,114018,star,,100,,yes,
114019,114019,star,,100,,yes,
114020,114020,star,,100,,yes,
114022,114022,star,,100,,yes,
114024,114024,star,,100,,yes,
114028,114028,star,,100,,yes,
114029,114029,star,,100,,yes,
114030,114030,star,,100,,yes,
114035,114035,star,,100,,yes,
114036,114036,star,,100,,yes,
114037,114037,star,,100,,yes,
114038,114038,star,,100,,yes,
114039,114039,star,,100,,yes,
114042,114042,star,,100,,yes,
114045,114045,star,,100,,yes,
114049,114049,star,,100,,yes,
114050,114050,star,,100,,yes,
114057,114057,star,,100,,yes,
114060,114060,star,,100,,yes,
114061,114061,star,,100,,yes,
114062,114062,star,,100,,yes,
114065,114065,star,,100,,yes,
114072,114072,star,,100,,yes,
114075,114075,star,,100,,yes,
114076,114076,star,,100,,yes,
114078,114078,star,,100,,yes,
114080,114080,star,,100,,yes,
114082,114082,star,,100,,yes,
114083,114083,star,,100,,yes,
114086,114086,star,,100,,yes,
114088,114088,star,,100,,yes,
114090,114090,star,,100,,yes,
114092,114092,star,,100,,yes,
114093,114093,star,,100,,yes,
114094,114094,star,,100,,yes,
114095,114095,star,,100,,yes,
114098,114098,star,,100,,yes,
114102,114102,star,,100,,yes,
114107,114107,star,,100,,yes,
114108,114108,star,,100,,yes,
114109,114109,star,,100,,yes,
114113,114113,star,,100,,yes,
114114,114114,star,,100,,yes,
114116,114116,star,,100,,yes,
114120,114120,star,,100,,yes,
114121,114121,star,,100,,yes,
114124,114124,star,,100,,yes,
114125,114125,star,,100,,yes,
114130,114130,star,,100,,yes,
114131,114131,star,,100,,yes,
114133,114133,star,,100,,yes,
114134,114134,star,,100,,yes,
114136,114136,star,,100,,yes,
114137,114137,star,,100,,yes,
114138,114138,star,,100,,yes,
114142,114142,star,,100,,yes,
114146,114146,star,,100,,yes,
114147,114147,star,,100,,yes,
114148,114148,star,,100,,yes,
114149,114149,star,,100,,yes,
114155,114155,star,,100,,yes,
114159,114159,star,,100,,yes,
114161,114161,star,,100,,yes,
114162,114162,star,,100,,yes,
114164,114164,star,,100,,yes,
114168,114168,star,,100,,yes,
114170,114170,star,,100,,yes,
114171,114171,star,,100,,yes,
114172,114172,star,,100,,yes,
114173,114173,star,,100,,yes,
114174,114174,star,,100,,yes,
114175,114175,star,,100,,yes,
114176,114176,star,,100,,yes,
114178,114178,star,,100,,yes,
114183,114183,star,,100,,yes,
114189,114189,star,,100,,yes,
114190,114190,star,,100,,yes,
114191,114191,star,,100,,yes,
114193,114193,star,,100,,yes,
114195,114195,star,,100,,yes,
114196,114196,star,,100,,yes,
114203,114203,star,,100,,yes,
114211,114211,star,,100,,yes,
114213,114213,star,,100,,yes,
114215,114215,star,,100,,yes,
114216,114216,star,,100,,yes,
114217,114217,star,,100,,yes,
114218,114218,star,,100,,yes,
114222,114222,star,,100,,yes,
114231,114231,star,,100,,yes,
114239,114239,star,,100,,yes,
114240,114240,star,,100,,yes,
114241,114241,star,,100,,yes,
114242,114242,star,,100,,yes,
114243,114243,star,,100,,yes,
114245,114245,star,,100,,yes,
114246,114246,star,,100,,yes,
114250,114250,star,,100,,yes,
114251,114251,star,,100,,yes,
114252,114252,star,,100,,yes,
114253,114253,star,,100,,yes,
114254,114254,star,,100,,yes,
114255,114255,star,,100,,yes,
114256,114256,star,,100,,yes,
114257,114257,star,,100,,yes,
114260,114260,star,,100,,yes,
114263,114263,star,,100,,yes,
114265,114265,star,,100,,yes,
114266,114266,star,,100,,yes,
114267,114267,star,,100,,yes,
114268,114268,star,,100,,yes,
114274,114274,star,,100,,yes,
114280,114280,star,,100,,yes,
114282,114282,star,,100,,yes,
114283,114283,star,,100,,yes,
114285,114285,star,,100,,yes,
114286,114286,star,,100,,yes,
114287,114287,star,,100,,yes,
114294,114294,star,,100,,yes,
114298,114298,star,,100,,yes,
114300,114300,star,,100,,yes,
114301,114301,star,,100,,yes,
114302,114302,star,,100,,yes,
114305,114305,star,,100,,yes,
114307,114307,star,,100,,yes,
114310,114310,star,,100,,yes,
114311,114311,star,,100,,yes,
114315,114315,star,,100,,yes,
114319,114319,star,,100,,yes,
114325,114325,star,,100,,yes,
114326,114326,star,,100,,yes,
114327,114327,star,,100,,yes,
114330,114330,star,,100,,yes,
114333,114333,star,,100,,yes,
114334,114334,star,,100,,yes,
114335,114335,star,,100,,yes,
114336,114336,star,,100,,yes,
114338,114338,star,,100,,yes,
114340,114340,star,,100,,yes,
114345,114345,star,,100,,yes,
114347,114347,star,,100,,yes,
114348,114348,star,,100,,yes,
114351,114351,star,,100,,yes,
114356,114356,star,,100,,yes,
114357,114357,star,,100,,yes,
114358,114358,star,,100,,yes,
114359,114359,star,,100,,yes,
114360,114360,star,,100,,yes,
114362,114362,star,,100,,yes,
114363,114363,star,,100,,yes,
114365,114365,star,,100,,yes,
114370,114370,star,,100,,yes,
114371,114371,star,,100,,yes,
114372,114372,star,,100,,yes,
114373,114373,star,,100,,yes,
114374,114374,star,,100,,yes,
114375,114375,star,,100,,yes,
114376,114376,star,,100,,yes,
114377,114377,star,,100,,yes,
114378,114378,star,,100,,yes,
114379,114379,star,,100,,yes,
114380,114380,star,,100,,yes,
114381,114381,star,,100,,yes,
114382,114382,star,,100,,yes,
114385,114385,star,,100,,yes,
114386,114386,star,,100,,yes,
114387,114387,star,,100,,yes,
114391,114391,star,,100,,yes,
114397,114397,star,,100,,yes,
114398,114398,star,,100,,yes,
114399,114399,star,,100,,yes,
114400,114400,star,,100,,yes,
114401,114401,star,,100,,yes,
114402,114402,star,,100,,yes,
114406,114406,star,,100,,yes,
114409,114409,star,,100,,yes,
114411,114411,star,,100,,yes,
114412,114412,star,,100,,yes,
114416,114416,star,,100,,yes,
114417,114417,star,,100,,yes,
114427,114427,star,,100,,yes,
114430,114430,star,,100,,yes,
114432,114432,star,,100,,yes,
114435,114435,star,,100,,yes,
114441,114441,star,,100,,yes,
114444,114444,star,,100,,yes,
114445,114445,star,,100,,yes,
114446,114446,star,,100,,yes,
114447,114447,star,,100,,yes,
114448,114448,star,,100,,yes,
114449,114449,star,,100,,yes,
114454,114454,star,,100,,yes,
114458,114458,star,,100,,yes,
114461,114461,star,,100,,yes,
114462,114462,star,,100,,yes,
114464,114464,star,,100,,yes,
114466,114466,star,,100,,yes,
114470,114470,star,,100,,yes,
114473,114473,star,,100,,yes,
114474,114474,star,,100,,yes,
114476,114476,star,,100,,yes,
114480,114480,star,,100,,yes,
114481,114481,star,,100,,yes,
114482,114482,star,,100,,yes,
114489,114489,star,,100,,yes,
114491,114491,star,,100,,yes,
114493,114493,star,,100,,yes,
114494,114494,star,,100,,yes,
114495,114495,star,,100,,yes,
114498,114498,star,,100,,yes,
114503,114503,star,,100,,yes,
114504,114504,star,,100,,yes,
114506,114506,star,,100,,yes,
114509,114509,star,,100,,yes,
114512,114512,star,,100,,yes,
114513,114513,star,,100,,yes,
114515,114515,star,,100,,yes,
114519,114519,star,,100,,yes,
