hd,Name,Object,Info,Price,img,Skymap,wikipedia
20167,20167,star,,100,,yes,
20169,20169,star,,100,,yes,
20170,20170,star,,100,,yes,
20171,20171,star,,100,,yes,
20173,20173,star,,100,,yes,
20174,20174,star,,100,,yes,
20176,20176,star,,100,,yes,
20177,20177,star,,100,,yes,
20179,20179,star,,100,,yes,
20180,20180,star,,100,,yes,
20181,20181,star,,100,,yes,
20182,20182,star,,100,,yes,
20190,20190,star,,100,,yes,
20191,20191,star,,100,,yes,
20193,20193,star,,100,,yes,
20194,20194,star,,100,,yes,
20196,20196,star,,100,,yes,
20199,20199,star,,100,,yes,
20200,20200,star,,100,,yes,
20201,20201,star,,100,,yes,
20203,20203,star,,100,,yes,
20205,20205,star,,100,,yes,
20209,20209,star,,100,,yes,
20210,20210,star,,100,,yes,
20211,20211,star,,100,,yes,
20212,20212,star,,100,,yes,
20214,20214,star,,100,,yes,
20215,20215,star,,100,,yes,
20216,20216,star,,100,,yes,
20217,20217,star,,100,,yes,
20218,20218,star,,100,,yes,
20222,20222,star,,100,,yes,
20223,20223,star,,100,,yes,
20225,20225,star,,100,,yes,
20226,20226,star,,100,,yes,
20232,20232,star,,100,,yes,
20233,20233,star,,100,,yes,
20234,20234,star,,100,,yes,
20238,20238,star,,100,,yes,
20239,20239,star,,100,,yes,
20245,20245,star,,100,,yes,
20248,20248,star,,100,,yes,
20251,20251,star,,100,,yes,
20252,20252,star,,100,,yes,
20253,20253,star,,100,,yes,
20254,20254,star,,100,,yes,
20255,20255,star,,100,,yes,
20257,20257,star,,100,,yes,
20259,20259,star,,100,,yes,
20261,20261,star,,100,,yes,
20262,20262,star,,100,,yes,
20264,20264,star,,100,,yes,
20266,20266,star,,100,,yes,
20268,20268,star,,100,,yes,
20270,20270,star,,100,,yes,
20271,20271,star,,100,,yes,
20273,20273,star,,100,,yes,
20274,20274,star,,100,,yes,
20275,20275,star,,100,,yes,
20276,20276,star,,100,,yes,
20277,20277,star,,100,,yes,
20278,20278,star,,100,,yes,
20279,20279,star,,100,,yes,
20280,20280,star,,100,,yes,
20282,20282,star,,100,,yes,
20283,20283,star,,100,,yes,
20284,20284,star,,100,,yes,
20286,20286,star,,100,,yes,
20289,20289,star,,100,,yes,
20290,20290,star,,100,,yes,
20291,20291,star,,100,,yes,
20293,20293,star,,100,,yes,
20294,20294,star,,100,,yes,
20295,20295,star,,100,,yes,
20296,20296,star,,100,,yes,
20299,20299,star,,100,,yes,
20300,20300,star,,100,,yes,
20301,20301,star,,100,,yes,
20302,20302,star,,100,,yes,
20304,20304,star,,100,,yes,
20305,20305,star,,100,,yes,
20308,20308,star,,100,,yes,
20310,20310,star,,100,,yes,
20313,20313,star,,100,,yes,
20315,20315,star,,100,,yes,
20316,20316,star,,100,,yes,
20317,20317,star,,100,,yes,
20318,20318,star,,100,,yes,
20319,20319,star,,100,,yes,
20320,20320,star,,100,,yes,
20321,20321,star,,100,,yes,
20322,20322,star,,100,,yes,
20326,20326,star,,100,,yes,
20327,20327,star,,100,,yes,
20328,20328,star,,100,,yes,
20329,20329,star,,100,,yes,
20334,20334,star,,100,,yes,
20335,20335,star,,100,,yes,
20336,20336,star,,100,,yes,
20337,20337,star,,100,,yes,
20339,20339,star,,100,,yes,
20340,20340,star,,100,,yes,
20342,20342,star,,100,,yes,
20344,20344,star,,100,,yes,
20345,20345,star,,100,,yes,
20346,20346,star,,100,,yes,
20347,20347,star,,100,,yes,
20349,20349,star,,100,,yes,
20350,20350,star,,100,,yes,
20352,20352,star,,100,,yes,
20355,20355,star,,100,,yes,
20356,20356,star,,100,,yes,
20358,20358,star,,100,,yes,
20363,20363,star,,100,,yes,
20365,20365,star,,100,,yes,
20366,20366,star,,100,,yes,
20367,20367,star,,100,,yes,
20368,20368,star,,100,,yes,
20369,20369,star,,100,,yes,
20372,20372,star,,100,,yes,
20375,20375,star,,100,,yes,
20376,20376,star,,100,,yes,
20377,20377,star,,100,,yes,
20378,20378,star,,100,,yes,
20379,20379,star,,100,,yes,
20380,20380,star,,100,,yes,
20385,20385,star,,100,,yes,
20386,20386,star,,100,,yes,
20387,20387,star,,100,,yes,
20388,20388,star,,100,,yes,
20389,20389,star,,100,,yes,
20390,20390,star,,100,,yes,
20391,20391,star,,100,,yes,
20393,20393,star,,100,,yes,
20394,20394,star,,100,,yes,
20395,20395,star,,100,,yes,
20397,20397,star,,100,,yes,
20398,20398,star,,100,,yes,
20399,20399,star,,100,,yes,
20400,20400,star,,100,,yes,
20401,20401,star,,100,,yes,
20402,20402,star,,100,,yes,
20403,20403,star,,100,,yes,
20404,20404,star,,100,,yes,
20407,20407,star,,100,,yes,
20408,20408,star,,100,,yes,
20410,20410,star,,100,,yes,
20411,20411,star,,100,,yes,
20413,20413,star,,100,,yes,
20414,20414,star,,100,,yes,
20418,20418,star,,100,,yes,
20420,20420,star,,100,,yes,
20421,20421,star,,100,,yes,
20423,20423,star,,100,,yes,
20426,20426,star,,100,,yes,
20429,20429,star,,100,,yes,
20430,20430,star,,100,,yes,
20431,20431,star,,100,,yes,
20432,20432,star,,100,,yes,
20433,20433,star,,100,,yes,
20436,20436,star,,100,,yes,
20437,20437,star,,100,,yes,
20439,20439,star,,100,,yes,
20442,20442,star,,100,,yes,
20444,20444,star,,100,,yes,
20445,20445,star,,100,,yes,
20446,20446,star,,100,,yes,
20449,20449,star,,100,,yes,
20451,20451,star,,100,,yes,
20452,20452,star,,100,,yes,
20454,20454,star,,100,,yes,
20456,20456,star,,100,,yes,
20457,20457,star,,100,,yes,
20458,20458,star,,100,,yes,
20461,20461,star,,100,,yes,
20462,20462,star,,100,,yes,
20464,20464,star,,100,,yes,
20465,20465,star,,100,,yes,
20467,20467,star,,100,,yes,
20468,20468,star,,100,,yes,
20469,20469,star,,100,,yes,
20474,20474,star,,100,,yes,
20475,20475,star,,100,,yes,
20477,20477,star,,100,,yes,
20479,20479,star,,100,,yes,
20484,20484,star,,100,,yes,
20485,20485,star,,100,,yes,
20486,20486,star,,100,,yes,
20487,20487,star,,100,,yes,
20488,20488,star,,100,,yes,
20489,20489,star,,100,,yes,
20492,20492,star,,100,,yes,
20494,20494,star,,100,,yes,
20495,20495,star,,100,,yes,
20496,20496,star,,100,,yes,
20497,20497,star,,100,,yes,
20498,20498,star,,100,,yes,
20499,20499,star,,100,,yes,
20500,20500,star,,100,,yes,
20501,20501,star,,100,,yes,
20502,20502,star,,100,,yes,
20503,20503,star,,100,,yes,
20504,20504,star,,100,,yes,
20506,20506,star,,100,,yes,
20507,20507,star,,100,,yes,
20508,20508,star,,100,,yes,
20509,20509,star,,100,,yes,
20510,20510,star,,100,,yes,
20512,20512,star,,100,,yes,
20513,20513,star,,100,,yes,
20515,20515,star,,100,,yes,
20517,20517,star,,100,,yes,
20520,20520,star,,100,,yes,
20521,20521,star,,100,,yes,
20523,20523,star,,100,,yes,
20524,20524,star,,100,,yes,
20526,20526,star,,100,,yes,
20527,20527,star,,100,,yes,
20528,20528,star,,100,,yes,
20529,20529,star,,100,,yes,
20532,20532,star,,100,,yes,
20533,20533,star,,100,,yes,
20536,20536,star,,100,,yes,
20537,20537,star,,100,,yes,
20538,20538,star,,100,,yes,
20540,20540,star,,100,,yes,
20542,20542,star,,100,,yes,
20544,20544,star,,100,,yes,
20545,20545,star,,100,,yes,
20547,20547,star,,100,,yes,
20550,20550,star,,100,,yes,
20551,20551,star,,100,,yes,
20552,20552,star,,100,,yes,
20555,20555,star,,100,,yes,
20557,20557,star,,100,,yes,
20558,20558,star,,100,,yes,
20559,20559,star,,100,,yes,
20561,20561,star,,100,,yes,
20565,20565,star,,100,,yes,
20566,20566,star,,100,,yes,
20567,20567,star,,100,,yes,
20568,20568,star,,100,,yes,
20569,20569,star,,100,,yes,
20572,20572,star,,100,,yes,
20573,20573,star,,100,,yes,
20575,20575,star,,100,,yes,
20576,20576,star,,100,,yes,
20579,20579,star,,100,,yes,
20580,20580,star,,100,,yes,
20584,20584,star,,100,,yes,
20585,20585,star,,100,,yes,
20586,20586,star,,100,,yes,
20587,20587,star,,100,,yes,
20588,20588,star,,100,,yes,
20589,20589,star,,100,,yes,
20591,20591,star,,100,,yes,
20596,20596,star,,100,,yes,
20601,20601,star,,100,,yes,
20605,20605,star,,100,,yes,
20606,20606,star,,100,,yes,
20607,20607,star,,100,,yes,
20608,20608,star,,100,,yes,
20610,20610,star,,100,,yes,
20611,20611,star,,100,,yes,
20612,20612,star,,100,,yes,
20614,20614,star,,100,,yes,
20615,20615,star,,100,,yes,
20616,20616,star,,100,,yes,
20618,20618,star,,100,,yes,
20619,20619,star,,100,,yes,
20620,20620,star,,100,,yes,
20621,20621,star,,100,,yes,
20622,20622,star,,100,,yes,
20623,20623,star,,100,,yes,
20624,20624,star,,100,,yes,
20628,20628,star,,100,,yes,
20629,20629,star,,100,,yes,
20630,20630,star,,100,,yes,
20631,20631,star,,100,,yes,
20632,20632,star,,100,,yes,
20633,20633,star,,100,,yes,
20636,20636,star,,100,,yes,
20637,20637,star,,100,,yes,
20639,20639,star,,100,,yes,
20640,20640,star,,100,,yes,
20641,20641,star,,100,,yes,
20644,20644,star,,100,,yes,
20645,20645,star,,100,,yes,
20646,20646,star,,100,,yes,
20651,20651,star,,100,,yes,
20652,20652,star,,100,,yes,
20653,20653,star,,100,,yes,
20654,20654,star,,100,,yes,
20655,20655,star,,100,,yes,
20656,20656,star,,100,,yes,
20657,20657,star,,100,,yes,
20658,20658,star,,100,,yes,
20659,20659,star,,100,,yes,
20661,20661,star,,100,,yes,
20662,20662,star,,100,,yes,
20663,20663,star,,100,,yes,
20664,20664,star,,100,,yes,
20665,20665,star,,100,,yes,
20670,20670,star,,100,,yes,
20671,20671,star,,100,,yes,
20672,20672,star,,100,,yes,
20674,20674,star,,100,,yes,
20675,20675,star,,100,,yes,
20676,20676,star,,100,,yes,
20677,20677,star,,100,,yes,
20678,20678,star,,100,,yes,
20680,20680,star,,100,,yes,
20681,20681,star,,100,,yes,
20682,20682,star,,100,,yes,
20683,20683,star,,100,,yes,
20685,20685,star,,100,,yes,
20686,20686,star,,100,,yes,
20688,20688,star,,100,,yes,
20690,20690,star,,100,,yes,
20692,20692,star,,100,,yes,
20693,20693,star,,100,,yes,
20694,20694,star,,100,,yes,
20695,20695,star,,100,,yes,
20696,20696,star,,100,,yes,
20697,20697,star,,100,,yes,
20698,20698,star,,100,,yes,
20699,20699,star,,100,,yes,
20700,20700,star,,100,,yes,
20701,20701,star,,100,,yes,
20702,20702,star,,100,,yes,
20703,20703,star,,100,,yes,
20707,20707,star,,100,,yes,
20708,20708,star,,100,,yes,
20709,20709,star,,100,,yes,
20710,20710,star,,100,,yes,
20711,20711,star,,100,,yes,
20713,20713,star,,100,,yes,
20714,20714,star,,100,,yes,
20716,20716,star,,100,,yes,
20717,20717,star,,100,,yes,
20719,20719,star,,100,,yes,
20720,20720,star,,100,,yes,
20722,20722,star,,100,,yes,
20723,20723,star,,100,,yes,
20725,20725,star,,100,,yes,
20726,20726,star,,100,,yes,
20727,20727,star,,100,,yes,
20728,20728,star,,100,,yes,
20729,20729,star,,100,,yes,
20731,20731,star,,100,,yes,
20732,20732,star,,100,,yes,
20734,20734,star,,100,,yes,
20735,20735,star,,100,,yes,
20737,20737,star,,100,,yes,
20738,20738,star,,100,,yes,
20739,20739,star,,100,,yes,
20740,20740,star,,100,,yes,
20748,20748,star,,100,,yes,
20749,20749,star,,100,,yes,
20750,20750,star,,100,,yes,
20752,20752,star,,100,,yes,
20756,20756,star,,100,,yes,
20759,20759,star,,100,,yes,
20762,20762,star,,100,,yes,
20763,20763,star,,100,,yes,
20765,20765,star,,100,,yes,
20766,20766,star,,100,,yes,
20769,20769,star,,100,,yes,
20771,20771,star,,100,,yes,
20772,20772,star,,100,,yes,
20774,20774,star,,100,,yes,
20775,20775,star,,100,,yes,
20776,20776,star,,100,,yes,
20777,20777,star,,100,,yes,
20778,20778,star,,100,,yes,
20779,20779,star,,100,,yes,
20781,20781,star,,100,,yes,
20782,20782,star,,100,,yes,
20784,20784,star,,100,,yes,
20786,20786,star,,100,,yes,
20787,20787,star,,100,,yes,
20789,20789,star,,100,,yes,
20790,20790,star,,100,,yes,
20791,20791,star,,100,,yes,
20792,20792,star,,100,,yes,
20795,20795,star,,100,,yes,
20796,20796,star,,100,,yes,
20797,20797,star,,100,,yes,
20798,20798,star,,100,,yes,
20802,20802,star,,100,,yes,
20803,20803,star,,100,,yes,
20804,20804,star,,100,,yes,
20805,20805,star,,100,,yes,
20807,20807,star,,100,,yes,
20809,20809,star,,100,,yes,
20810,20810,star,,100,,yes,
20811,20811,star,,100,,yes,
20812,20812,star,,100,,yes,
20813,20813,star,,100,,yes,
20814,20814,star,,100,,yes,
20818,20818,star,,100,,yes,
20819,20819,star,,100,,yes,
20825,20825,star,,100,,yes,
20827,20827,star,,100,,yes,
20828,20828,star,,100,,yes,
20829,20829,star,,100,,yes,
20830,20830,star,,100,,yes,
20831,20831,star,,100,,yes,
20833,20833,star,,100,,yes,
20834,20834,star,,100,,yes,
20838,20838,star,,100,,yes,
20841,20841,star,,100,,yes,
20842,20842,star,,100,,yes,
20844,20844,star,,100,,yes,
20849,20849,star,,100,,yes,
20852,20852,star,,100,,yes,
20853,20853,star,,100,,yes,
20854,20854,star,,100,,yes,
20855,20855,star,,100,,yes,
20856,20856,star,,100,,yes,
20857,20857,star,,100,,yes,
20862,20862,star,,100,,yes,
20863,20863,star,,100,,yes,
20868,20868,star,,100,,yes,
20869,20869,star,,100,,yes,
20872,20872,star,,100,,yes,
20873,20873,star,,100,,yes,
20874,20874,star,,100,,yes,
20875,20875,star,,100,,yes,
20876,20876,star,,100,,yes,
20878,20878,star,,100,,yes,
20879,20879,star,,100,,yes,
20883,20883,star,,100,,yes,
20884,20884,star,,100,,yes,
20886,20886,star,,100,,yes,
20887,20887,star,,100,,yes,
20888,20888,star,,100,,yes,
20889,20889,star,,100,,yes,
20891,20891,star,,100,,yes,
20893,20893,star,,100,,yes,
20894,20894,star,,100,,yes,
20895,20895,star,,100,,yes,
20896,20896,star,,100,,yes,
20898,20898,star,,100,,yes,
20899,20899,star,,100,,yes,
20900,20900,star,,100,,yes,
20904,20904,star,,100,,yes,
20905,20905,star,,100,,yes,
20906,20906,star,,100,,yes,
20908,20908,star,,100,,yes,
20909,20909,star,,100,,yes,
20911,20911,star,,100,,yes,
20912,20912,star,,100,,yes,
20914,20914,star,,100,,yes,
20915,20915,star,,100,,yes,
20916,20916,star,,100,,yes,
20918,20918,star,,100,,yes,
20919,20919,star,,100,,yes,
20920,20920,star,,100,,yes,
20921,20921,star,,100,,yes,
20923,20923,star,,100,,yes,
20924,20924,star,,100,,yes,
20930,20930,star,,100,,yes,
20931,20931,star,,100,,yes,
20933,20933,star,,100,,yes,
20936,20936,star,,100,,yes,
20938,20938,star,,100,,yes,
20939,20939,star,,100,,yes,
20940,20940,star,,100,,yes,
20941,20941,star,,100,,yes,
20952,20952,star,,100,,yes,
20953,20953,star,,100,,yes,
20954,20954,star,,100,,yes,
20955,20955,star,,100,,yes,
20958,20958,star,,100,,yes,
20959,20959,star,,100,,yes,
20962,20962,star,,100,,yes,
20963,20963,star,,100,,yes,
20964,20964,star,,100,,yes,
20965,20965,star,,100,,yes,
20966,20966,star,,100,,yes,
20967,20967,star,,100,,yes,
20968,20968,star,,100,,yes,
20971,20971,star,,100,,yes,
20977,20977,star,,100,,yes,
20980,20980,star,,100,,yes,
20984,20984,star,,100,,yes,
20987,20987,star,,100,,yes,
20988,20988,star,,100,,yes,
20991,20991,star,,100,,yes,
20994,20994,star,,100,,yes,
20995,20995,star,,100,,yes,
20996,20996,star,,100,,yes,
20997,20997,star,,100,,yes,
21002,21002,star,,100,,yes,
21004,21004,star,,100,,yes,
21006,21006,star,,100,,yes,
21009,21009,star,,100,,yes,
21010,21010,star,,100,,yes,
21011,21011,star,,100,,yes,
21012,21012,star,,100,,yes,
21014,21014,star,,100,,yes,
21015,21015,star,,100,,yes,
21017,21017,star,,100,,yes,
21018,21018,star,,100,,yes,
21019,21019,star,,100,,yes,
21020,21020,star,,100,,yes,
21021,21021,star,,100,,yes,
21022,21022,star,,100,,yes,
21023,21023,star,,100,,yes,
21024,21024,star,,100,,yes,
21025,21025,star,,100,,yes,
21026,21026,star,,100,,yes,
21027,21027,star,,100,,yes,
21028,21028,star,,100,,yes,
21030,21030,star,,100,,yes,
21031,21031,star,,100,,yes,
21032,21032,star,,100,,yes,
21034,21034,star,,100,,yes,
21036,21036,star,,100,,yes,
21037,21037,star,,100,,yes,
21038,21038,star,,100,,yes,
21042,21042,star,,100,,yes,
21043,21043,star,,100,,yes,
21044,21044,star,,100,,yes,
21046,21046,star,,100,,yes,
21047,21047,star,,100,,yes,
21048,21048,star,,100,,yes,
21049,21049,star,,100,,yes,
21050,21050,star,,100,,yes,
21051,21051,star,,100,,yes,
21052,21052,star,,100,,yes,
21054,21054,star,,100,,yes,
21055,21055,star,,100,,yes,
21057,21057,star,,100,,yes,
21058,21058,star,,100,,yes,
21059,21059,star,,100,,yes,
21060,21060,star,,100,,yes,
21061,21061,star,,100,,yes,
21062,21062,star,,100,,yes,
21063,21063,star,,100,,yes,
21064,21064,star,,100,,yes,
21066,21066,star,,100,,yes,
21068,21068,star,,100,,yes,
21069,21069,star,,100,,yes,
21070,21070,star,,100,,yes,
21071,21071,star,,100,,yes,
21072,21072,star,,100,,yes,
21077,21077,star,,100,,yes,
21078,21078,star,,100,,yes,
21079,21079,star,,100,,yes,
21080,21080,star,,100,,yes,
21085,21085,star,,100,,yes,
21086,21086,star,,100,,yes,
21087,21087,star,,100,,yes,
21089,21089,star,,100,,yes,
21090,21090,star,,100,,yes,
21091,21091,star,,100,,yes,
21094,21094,star,,100,,yes,
21095,21095,star,,100,,yes,
21100,21100,star,,100,,yes,
21105,21105,star,,100,,yes,
21106,21106,star,,100,,yes,
21107,21107,star,,100,,yes,
21108,21108,star,,100,,yes,
21110,21110,star,,100,,yes,
21111,21111,star,,100,,yes,
21113,21113,star,,100,,yes,
21114,21114,star,,100,,yes,
21115,21115,star,,100,,yes,
21116,21116,star,,100,,yes,
21117,21117,star,,100,,yes,
21118,21118,star,,100,,yes,
21120,21120,star,,100,,yes,
21122,21122,star,,100,,yes,
21123,21123,star,,100,,yes,
21125,21125,star,,100,,yes,
21126,21126,star,,100,,yes,
21129,21129,star,,100,,yes,
21131,21131,star,,100,,yes,
21132,21132,star,,100,,yes,
21134,21134,star,,100,,yes,
21136,21136,star,,100,,yes,
21137,21137,star,,100,,yes,
21139,21139,star,,100,,yes,
21140,21140,star,,100,,yes,
21141,21141,star,,100,,yes,
21142,21142,star,,100,,yes,
21143,21143,star,,100,,yes,
21144,21144,star,,100,,yes,
21145,21145,star,,100,,yes,
21146,21146,star,,100,,yes,
21147,21147,star,,100,,yes,
21148,21148,star,,100,,yes,
21149,21149,star,,100,,yes,
21150,21150,star,,100,,yes,
21156,21156,star,,100,,yes,
21157,21157,star,,100,,yes,
21158,21158,star,,100,,yes,
21159,21159,star,,100,,yes,
21160,21160,star,,100,,yes,
21161,21161,star,,100,,yes,
21162,21162,star,,100,,yes,
21163,21163,star,,100,,yes,
21164,21164,star,,100,,yes,
21165,21165,star,,100,,yes,
21166,21166,star,,100,,yes,
21168,21168,star,,100,,yes,
21174,21174,star,,100,,yes,
21175,21175,star,,100,,yes,
21176,21176,star,,100,,yes,
21177,21177,star,,100,,yes,
21179,21179,star,,100,,yes,
21181,21181,star,,100,,yes,
21182,21182,star,,100,,yes,
21183,21183,star,,100,,yes,
21190,21190,star,,100,,yes,
21191,21191,star,,100,,yes,
21192,21192,star,,100,,yes,
21194,21194,star,,100,,yes,
21195,21195,star,,100,,yes,
21196,21196,star,,100,,yes,
21197,21197,star,,100,,yes,
21199,21199,star,,100,,yes,
21200,21200,star,,100,,yes,
21202,21202,star,,100,,yes,
21203,21203,star,,100,,yes,
21205,21205,star,,100,,yes,
21206,21206,star,,100,,yes,
21208,21208,star,,100,,yes,
21209,21209,star,,100,,yes,
21210,21210,star,,100,,yes,
21211,21211,star,,100,,yes,
21212,21212,star,,100,,yes,
21213,21213,star,,100,,yes,
21214,21214,star,,100,,yes,
21215,21215,star,,100,,yes,
21216,21216,star,,100,,yes,
21218,21218,star,,100,,yes,
21220,21220,star,,100,,yes,
21221,21221,star,,100,,yes,
21223,21223,star,,100,,yes,
21224,21224,star,,100,,yes,
21229,21229,star,,100,,yes,
21231,21231,star,,100,,yes,
21233,21233,star,,100,,yes,
21236,21236,star,,100,,yes,
21238,21238,star,,100,,yes,
21242,21242,star,,100,,yes,
21243,21243,star,,100,,yes,
21244,21244,star,,100,,yes,
21246,21246,star,,100,,yes,
21248,21248,star,,100,,yes,
21249,21249,star,,100,,yes,
21251,21251,star,,100,,yes,
21252,21252,star,,100,,yes,
21253,21253,star,,100,,yes,
21255,21255,star,,100,,yes,
21257,21257,star,,100,,yes,
21260,21260,star,,100,,yes,
21261,21261,star,,100,,yes,
21266,21266,star,,100,,yes,
21267,21267,star,,100,,yes,
21268,21268,star,,100,,yes,
21269,21269,star,,100,,yes,
21270,21270,star,,100,,yes,
21272,21272,star,,100,,yes,
21273,21273,star,,100,,yes,
21275,21275,star,,100,,yes,
21278,21278,star,,100,,yes,
21279,21279,star,,100,,yes,
21280,21280,star,,100,,yes,
21288,21288,star,,100,,yes,
21289,21289,star,,100,,yes,
21291,21291,star,,100,,yes,
21292,21292,star,,100,,yes,
21293,21293,star,,100,,yes,
21294,21294,star,,100,,yes,
21296,21296,star,,100,,yes,
21298,21298,star,,100,,yes,
21300,21300,star,,100,,yes,
21303,21303,star,,100,,yes,
21305,21305,star,,100,,yes,
21307,21307,star,,100,,yes,
21309,21309,star,,100,,yes,
21312,21312,star,,100,,yes,
21313,21313,star,,100,,yes,
21314,21314,star,,100,,yes,
21316,21316,star,,100,,yes,
21317,21317,star,,100,,yes,
21318,21318,star,,100,,yes,
21319,21319,star,,100,,yes,
21321,21321,star,,100,,yes,
21324,21324,star,,100,,yes,
21325,21325,star,,100,,yes,
21326,21326,star,,100,,yes,
21327,21327,star,,100,,yes,
21328,21328,star,,100,,yes,
21332,21332,star,,100,,yes,
21334,21334,star,,100,,yes,
21335,21335,star,,100,,yes,
21340,21340,star,,100,,yes,
21341,21341,star,,100,,yes,
21346,21346,star,,100,,yes,
21348,21348,star,,100,,yes,
21349,21349,star,,100,,yes,
21350,21350,star,,100,,yes,
21351,21351,star,,100,,yes,
21354,21354,star,,100,,yes,
21355,21355,star,,100,,yes,
21356,21356,star,,100,,yes,
21358,21358,star,,100,,yes,
21360,21360,star,,100,,yes,
21361,21361,star,,100,,yes,
21362,21362,star,,100,,yes,
21363,21363,star,,100,,yes,
21364,21364,star,,100,,yes,
21365,21365,star,,100,,yes,
21367,21367,star,,100,,yes,
21369,21369,star,,100,,yes,
21370,21370,star,,100,,yes,
21371,21371,star,,100,,yes,
21372,21372,star,,100,,yes,
21373,21373,star,,100,,yes,
21375,21375,star,,100,,yes,
21377,21377,star,,100,,yes,
21379,21379,star,,100,,yes,
21380,21380,star,,100,,yes,
21383,21383,star,,100,,yes,
21385,21385,star,,100,,yes,
21387,21387,star,,100,,yes,
21389,21389,star,,100,,yes,
21392,21392,star,,100,,yes,
21394,21394,star,,100,,yes,
21396,21396,star,,100,,yes,
21400,21400,star,,100,,yes,
21401,21401,star,,100,,yes,
21402,21402,star,,100,,yes,
21403,21403,star,,100,,yes,
21404,21404,star,,100,,yes,
21405,21405,star,,100,,yes,
21411,21411,star,,100,,yes,
21413,21413,star,,100,,yes,
21416,21416,star,,100,,yes,
21419,21419,star,,100,,yes,
21422,21422,star,,100,,yes,
21423,21423,star,,100,,yes,
21426,21426,star,,100,,yes,
21427,21427,star,,100,,yes,
21428,21428,star,,100,,yes,
21430,21430,star,,100,,yes,
21433,21433,star,,100,,yes,
21437,21437,star,,100,,yes,
21438,21438,star,,100,,yes,
21439,21439,star,,100,,yes,
21440,21440,star,,100,,yes,
21443,21443,star,,100,,yes,
21445,21445,star,,100,,yes,
21447,21447,star,,100,,yes,
21448,21448,star,,100,,yes,
21449,21449,star,,100,,yes,
21450,21450,star,,100,,yes,
21451,21451,star,,100,,yes,
21455,21455,star,,100,,yes,
21457,21457,star,,100,,yes,
21460,21460,star,,100,,yes,
21462,21462,star,,100,,yes,
21464,21464,star,,100,,yes,
21465,21465,star,,100,,yes,
21467,21467,star,,100,,yes,
21473,21473,star,,100,,yes,
21475,21475,star,,100,,yes,
21476,21476,star,,100,,yes,
21477,21477,star,,100,,yes,
21479,21479,star,,100,,yes,
21481,21481,star,,100,,yes,
21483,21483,star,,100,,yes,
21485,21485,star,,100,,yes,
21486,21486,star,,100,,yes,
21488,21488,star,,100,,yes,
21490,21490,star,,100,,yes,
21493,21493,star,,100,,yes,
21494,21494,star,,100,,yes,
21496,21496,star,,100,,yes,
21497,21497,star,,100,,yes,
21499,21499,star,,100,,yes,
21500,21500,star,,100,,yes,
21501,21501,star,,100,,yes,
21503,21503,star,,100,,yes,
21504,21504,star,,100,,yes,
21505,21505,star,,100,,yes,
21510,21510,star,,100,,yes,
21511,21511,star,,100,,yes,
21513,21513,star,,100,,yes,
21515,21515,star,,100,,yes,
21516,21516,star,,100,,yes,
21517,21517,star,,100,,yes,
21518,21518,star,,100,,yes,
21520,21520,star,,100,,yes,
21521,21521,star,,100,,yes,
21524,21524,star,,100,,yes,
21527,21527,star,,100,,yes,
21529,21529,star,,100,,yes,
21530,21530,star,,100,,yes,
21531,21531,star,,100,,yes,
21532,21532,star,,100,,yes,
21533,21533,star,,100,,yes,
21534,21534,star,,100,,yes,
21537,21537,star,,100,,yes,
21540,21540,star,,100,,yes,
21541,21541,star,,100,,yes,
21543,21543,star,,100,,yes,
21545,21545,star,,100,,yes,
21550,21550,star,,100,,yes,
21551,21551,star,,100,,yes,
21552,21552,star,,100,,yes,
21555,21555,star,,100,,yes,
21556,21556,star,,100,,yes,
21559,21559,star,,100,,yes,
21563,21563,star,,100,,yes,
21565,21565,star,,100,,yes,
21566,21566,star,,100,,yes,
21568,21568,star,,100,,yes,
21569,21569,star,,100,,yes,
21570,21570,star,,100,,yes,
21571,21571,star,,100,,yes,
21573,21573,star,,100,,yes,
21574,21574,star,,100,,yes,
21575,21575,star,,100,,yes,
21576,21576,star,,100,,yes,
21577,21577,star,,100,,yes,
21578,21578,star,,100,,yes,
21579,21579,star,,100,,yes,
21581,21581,star,,100,,yes,
21582,21582,star,,100,,yes,
21583,21583,star,,100,,yes,
21584,21584,star,,100,,yes,
21585,21585,star,,100,,yes,
21586,21586,star,,100,,yes,
21588,21588,star,,100,,yes,
21589,21589,star,,100,,yes,
21590,21590,star,,100,,yes,
21591,21591,star,,100,,yes,
21592,21592,star,,100,,yes,
21594,21594,star,,100,,yes,
21595,21595,star,,100,,yes,
21596,21596,star,,100,,yes,
21599,21599,star,,100,,yes,
21600,21600,star,,100,,yes,
21602,21602,star,,100,,yes,
21605,21605,star,,100,,yes,
21607,21607,star,,100,,yes,
21609,21609,star,,100,,yes,
21610,21610,star,,100,,yes,
21612,21612,star,,100,,yes,
21616,21616,star,,100,,yes,
21617,21617,star,,100,,yes,
21618,21618,star,,100,,yes,
21619,21619,star,,100,,yes,
21620,21620,star,,100,,yes,
21622,21622,star,,100,,yes,
21624,21624,star,,100,,yes,
21626,21626,star,,100,,yes,
21630,21630,star,,100,,yes,
21632,21632,star,,100,,yes,
21634,21634,star,,100,,yes,
21635,21635,star,,100,,yes,
21639,21639,star,,100,,yes,
21641,21641,star,,100,,yes,
21643,21643,star,,100,,yes,
21645,21645,star,,100,,yes,
21646,21646,star,,100,,yes,
21650,21650,star,,100,,yes,
